ENSEMBLE,COMPOSER,WORK,COMP.CODE,ARR.CODE,COMP.LIVE,ARR.LIVE,LAO.GROUP
Santa Rosa,"Strauss, R.",Also Sprach Zarathustra,1,,2,,3
Sarasota,"Strauss, R.",Don Juan,1,,2,,2
Seattle,"Strauss, R.",Also Sprach Zarathustra,1,,2,,1
Seattle,"Strauss, R.",Salome,1,,2,,1
South Bend,"Strauss, R.",Don Juan,1,,2,,5
St. Louis,"Strauss, R.",Der Rosenkavalier Suite,1,,2,,1
St. Louis,"Strauss, R.",Ein Heldenleben,1,,2,,1
Tulsa,"Strauss, R.",Four Last Songs,1,,2,,4
Utah,"Strauss, R.",Alpine Symphony,1,,2,,1
Virginia,"Strauss, R.",Concerto for Horn No. 1,1,,2,,3
Virginia,"Strauss, R.",Dance of the Seven Veils,1,,2,,3
Virginia,"Strauss, R.",Rosenkavalier Suite,1,,2,,3
Virginia,"Strauss, R.",Serenade for Winds,1,,2,,3
Virginia,"Strauss, R.",Suite from Ariadne auf Naxos,1,,2,,3
Wisconsin Chamber,"Strauss, R.",Serenade for Winds,1,,2,,3
Canton,"Strauss, R./Zimmermann",Festival Prelude,1,1,2,2,5
Alabama,Stravinsky,Petrushka,1,,2,,3
Ann Arbor,Stravinsky,The Fairy's Kiss,1,,2,,5
Atlanta,Stravinsky,Rite of Spring,1,,2,,1
Boston,Stravinsky,Perséphone,1,,2,,1
Boston,Stravinsky,Pulcinella Suite,1,,2,,1
Buffalo,Stravinsky,Firebird Suite,1,,2,,2
Charleston,Stravinsky,Dumbarton Oaks (Concerto in E-flat),1,,2,,3
Charlotte,Stravinsky,Firebird Suite,1,,2,,2
Chautauqua,Stravinsky,Divertimento from The Fairy's Kiss,1,,2,,6
Chautauqua,Stravinsky,Rite of Spring,1,,2,,6
Chicago,Stravinsky,Divertimento from The Fairy's Kiss,1,,2,,1
Chicago,Stravinsky,Violin Concerto,1,,2,,1
Chicago Sinfonietta,Stravinsky,Firebird Suite,1,,2,,4
Cincinnati,Stravinsky,Petrushka,1,,2,,1
Cleveland,Stravinsky,Symphony in Three Movements,1,,2,,1
Cleveland,Stravinsky,Violin Concerto,1,,2,,1
Columbus,Stravinsky,Firebird Suite,1,,2,,2
Des Moines,Stravinsky,Firebird Suite,1,,2,,6
Detroit,Stravinsky,Symphonies of Wind Instruments,1,,2,,1
Elgin,Stravinsky,Concerto in D,1,,2,,6
Florida,Stravinsky,Pulcinella Suite,1,,2,,2
Florida,Stravinsky,Rite of Spring,1,,2,,2
Grand Rapids,Stravinsky,Symphony of Psalms,1,,2,,2
Houston,Stravinsky,Firebird Suite,1,,2,,1
Houston,Stravinsky,Scherzo fantastique,1,,2,,1
Houston,Stravinsky,Violin Concerto,1,,2,,1
Indianapolis,Stravinsky,Rite of Spring,1,,2,,1
Jacksonville,Stravinsky,Pulcinella Suite,1,,2,,2
Jacksonville,Stravinsky,Symphony in C,1,,2,,2
Kalamazoo,Stravinsky,Rite of Spring,1,,2,,5
Kansas City,Stravinsky,Symphony of Psalms,1,,2,,2
Los Angeles,Stravinsky,Firebird Suite,1,,2,,1
Los Angeles,Stravinsky,Petrushka,1,,2,,1
Los Angeles,Stravinsky,Rite of Spring,1,,2,,1
Los Angeles,Stravinsky,Rite of Spring,1,,2,,1
Louisiana,Stravinsky,Petrushka,1,,2,,3
Madison,Stravinsky,Petrushka,1,,2,,3
Memphis,Stravinsky,Firebird Suite,1,,2,,3
Milwaukee,Stravinsky,Danses concertantes,1,,2,,1
Milwaukee,Stravinsky,Pulcinella Suite,1,,2,,1
Minnesota,Stravinsky,Firebird Suite,1,,2,,1
Minnesota,Stravinsky,Pulcinella Suite,1,,2,,1
Minnesota,Stravinsky,Symphony of Psalms,1,,2,,1
Minnesota,Stravinsky,Violin Concerto,1,,2,,1
National Symphony,Stravinsky,Circus Polka,1,,2,,1
National Symphony,Stravinsky,Scherzo a la Russe,1,,2,,1
National Symphony,Stravinsky,Symphony in Three Movements,1,,2,,1
New York,Stravinsky,Petrushka,1,,2,,1
North Carolina,Stravinsky,Rite of Spring,1,,2,,2
Oklahoma City,Stravinsky,Rite of Spring,1,,2,,3
Omaha,Stravinsky,Pulcinella,1,,2,,2
Orchestra Iowa,Stravinsky,Dumbarton Oaks (Concerto in E-flat),1,,2,,4
Oregon,Stravinsky,Agon,1,,2,,1
Oregon,Stravinsky,Firebird Suite,1,,2,,1
Peoria,Stravinsky,Octet,1,,2,,5
Peoria,Stravinsky,Suites 1&2,1,,2,,5
Philadelphia,Stravinsky,Firebird Suite,1,,2,,1
Philadelphia,Stravinsky,Song of the Nightingale,1,,2,,1
Pittsburgh,Stravinsky,Petrushka,1,,2,,1
Portland,Stravinsky,Firebird Suite,1,,2,,3
Richmond,Stravinsky,Firebird Suite,1,,2,,3
San Antonio,Stravinsky,Petrushka,1,,2,,6
San Francisco,Stravinsky,Canticum sacrum,1,,2,,1
San Francisco,Stravinsky,Firebird Suite,1,,2,,1
San Francisco,Stravinsky,Fireworks,1,,2,,1
San Francisco,Stravinsky,Symphony in Three Movements,1,,2,,1
San Francisco,Stravinsky,Symphony of Psalms,1,,2,,1
Santa Cruz,Stravinsky,Firebird Suite,1,,2,,5
Seattle,Stravinsky,Rite of Spring,1,,2,,1
Spokane,Stravinsky,Divertimento from The Fairy's Kiss,1,,2,,3
St. Louis,Stravinsky,Rite of Spring,1,,2,,1
Toledo,Stravinsky,Petrushka,1,,2,,3
Tucson,Stravinsky,Pulcinella,1,,2,,3
Utah,Stravinsky,Rite of Spring,1,,2,,1
Virginia,Stravinsky,Firebird Suite,1,,2,,3
Virginia,Stravinsky,Fireworks,1,,2,,3
Winston-Salem,Stravinsky,Rite of Spring,1,,2,,4
Albany,"Stucky, Steven",Radical Light,1,,2,,4
San Francisco,"Stucky, Steven",Music for the Funeral of Queen Mary,1,,2,,1
Chicago,Suppé,Overture to Boccaccio,1,,2,,1
Wisconsin Chamber,Svendsen,Romance for Violin and Orchestra,1,,2,,3
Atlanta,"Talbot, Joby",Ink Dark Moon,1,,1,,1
Sacramento,Tallis,Psalm Tunes for ARchbiship Parker's Psalter,1,,2,,5
Akron,Tchaikovsky,Symphony No. 4,1,,2,,5
Alabama,Tchaikovsky,Romeo and Juliet,1,,2,,3
Alabama,Tchaikovsky,Symphony No. 4,1,,2,,3
Alabama,Tchaikovsky,Symphony No. 5,1,,2,,3
Allentown,Tchaikovsky,1812 Overture,1,,2,,3
Allentown,Tchaikovsky,Piano Concerto No. 1,1,,2,,3
Allentown,Tchaikovsky,Selections from The Nutcraker & Swan Lake,1,,2,,3
Allentown,Tchaikovsky,Symphony No. 6,1,,2,,3
Amarillo,Tchaikovsky,Violin Concerto,1,,2,,5
Ann Arbor,Tchaikovsky,Polonaise from Eugene Onegin,1,,2,,5
Ann Arbor,Tchaikovsky,Symphony No. 5,1,,2,,5
Atlanta,Tchaikovsky,Violin Concerto,1,,2,,1
Augusta,Tchaikovsky,Francesca da Rimini,1,,2,,5
Augusta,Tchaikovsky,Romeo and Juliet,1,,2,,5
Austin,Tchaikovsky,Marche slave,1,,2,,3
Baltimore,Tchaikovsky,Symphony No. 4,1,,2,,1
Boston,Tchaikovsky,Symphony No. 3,1,,2,,1
Boston,Tchaikovsky,Symphony No. 5,1,,2,,1
Boston,Tchaikovsky,Symphony No. 6,1,,2,,1
Boston,Tchaikovsky,Violin Concerto,1,,2,,1
Buffalo,Tchaikovsky,Francesca da Rimini,1,,2,,2
Buffalo,Tchaikovsky,Violin Concerto,1,,2,,2
California,Tchaikovsky,Symphony No. 5,1,,2,,5
Canton,Tchaikovsky,Violin Concerto,1,,2,,5
Charlotte,Tchaikovsky,Capriccio italien,1,,2,,2
Charlotte,Tchaikovsky,Piano Concerto No. 1,1,,2,,2
Charlotte,Tchaikovsky,Romeo and Juliet Fantasy Overture,1,,2,,2
Charlotte,Tchaikovsky,Symphony No. 5,1,,2,,2
Chautauqua,Tchaikovsky,Francesca da Rimini,1,,2,,6
Chautauqua,Tchaikovsky,Selections from The Nutcraker,1,,2,,6
Chicago,Tchaikovsky,Capriccio italien,1,,2,,1
Chicago,Tchaikovsky,Marche slave,1,,2,,1
Chicago,Tchaikovsky,Romeo and Juliet,1,,2,,1
Chicago,Tchaikovsky,Selections from The Nutcraker,1,,2,,1
Chicago,Tchaikovsky,Symphony No. 4,1,,2,,1
Chicago,Tchaikovsky,Violin Concerto,1,,2,,1
Cincinnati,Tchaikovsky,Symphony No. 1,1,,2,,1
Cincinnati,Tchaikovsky,Violin Concerto,1,,2,,1
Cleveland,Tchaikovsky,Sleeping Beauty Suite,1,,2,,1
Colorado,Tchaikovsky,Romeo and Juliet Fantasy Overture,1,,2,,6
Colorado,Tchaikovsky,Symphony No. 4,1,,2,,6
Colorado,Tchaikovsky,Variations on a Rococo Theme,1,,2,,6
Colorado,Tchaikovsky,Violin Concerto,1,,2,,6
Colorado Springs,Tchaikovsky,Symphony No. 4,1,,2,,3
Columbus,Tchaikovsky,Romeo and Juliet Fantasy Overture,1,,2,,2
Dallas,Tchaikovsky,Capriccio italien,1,,2,,1
Dallas,Tchaikovsky,Francesca da Rimini,1,,2,,1
Dallas,Tchaikovsky,Piano Concerto No. 1,1,,2,,1
Dallas,Tchaikovsky,Romeo and Juliet,1,,2,,1
Des Moines,Tchaikovsky,Piano Concerto No. 1,1,,2,,6
Des Moines,Tchaikovsky,Polonaise and Waltz from Eugene Onegin,1,,2,,6
Des Moines,Tchaikovsky,Romeo and Juliet Fantasy Overture,1,,2,,6
Des Moines,Tchaikovsky,Serenade for Strings,1,,2,,6
Des Moines,Tchaikovsky,Violin Concerto,1,,2,,6
Detroit,Tchaikovsky,Piano Concerto No. 1,1,,2,,1
Eugene,Tchaikovsky,Symphony No. 5,1,,2,,4
Evansville,Tchaikovsky,Symphony No. 5,1,,2,,5
Evansville,Tchaikovsky,Variations on a Rococo Theme,1,,2,,5
Florida,Tchaikovsky,Serenade for Strings,1,,2,,2
Florida,Tchaikovsky,Symphony No. 1,1,,2,,2
Florida,Tchaikovsky,Symphony No. 6,1,,2,,2
Fort Worth,Tchaikovsky,Symphony No. 4,1,,2,,2
Fort Worth,Tchaikovsky,Variations on a Rococo Theme,1,,2,,2
Grand Rapids,Tchaikovsky,Piano Concerto No. 3,1,,2,,2
Grand Rapids,Tchaikovsky,Romeo and Juliet,1,,2,,2
Grand Rapids,Tchaikovsky,Symphony No. 6,1,,2,,2
Grant Park,Tchaikovsky,Swan Lake Suite,1,,2,,3
Grant Park,Tchaikovsky,Symphony No. 2,1,,2,,3
Greensboro,Tchaikovsky,1812 Overture,1,,2,,5
Harrisburg,Tchaikovsky,Symphony No. 6,1,,2,,4
Hartford,Tchaikovsky,Symphony No. 5,1,,2,,3
Houston,Tchaikovsky,Piano Concerto No. 1,1,,2,,1
Houston,Tchaikovsky,Symphony No. 6,1,,2,,1
Jacksonville,Tchaikovsky,Nutcracker Suite,1,,2,,2
Jacksonville,Tchaikovsky,Symphony No. 6,1,,2,,2
Jacksonville,Tchaikovsky,The Snow Maiden,1,,2,,2
Kansas City,Tchaikovsky,Symphony No. 5,1,,2,,2
Knoxville,Tchaikovsky,Symphony No. 4,1,,2,,3
Las Vegas,Tchaikovsky,Symphony No. 4,1,,2,,5
Las Vegas,Tchaikovsky,Violin Concerto,1,,2,,5
Long Beach,Tchaikovsky,Symphony No. 5,1,,2,,6
Los Angeles,Tchaikovsky,Piano Concerto No. 1,1,,2,,1
Los Angeles,Tchaikovsky,Violin Concerto,1,,2,,1
Midland-Odessa,Tchaikovsky,Symphony No. 5,1,,2,,5
Milwaukee,Tchaikovsky,Piano Concerto No. 1,1,,2,,1
Mobile,Tchaikovsky,Serenade for Strings,1,,2,,5
Naples,Tchaikovsky,Symphony No. 5,1,,2,,2
Nashville,Tchaikovsky,Symphony No. 5,1,,2,,1
National Symphony,Tchaikovsky,Sleeping Beauty Suite,1,,2,,1
National Symphony,Tchaikovsky,Symphony No. 4,1,,2,,1
National Symphony,Tchaikovsky,Violin Concerto,1,,2,,1
New Jersey,Tchaikovsky,Symphony No. 5,1,,2,,2
New Jersey,Tchaikovsky,Violin Concerto,1,,2,,2
New York,Tchaikovsky,Romeo and Juliet,1,,2,,1
New York,Tchaikovsky,Symphony No. 5,1,,2,,1
North Carolina,Tchaikovsky,Symphony No. 5,1,,2,,2
Oklahoma City,Tchaikovsky,Piano Concerto No. 1,1,,2,,3
Omaha,Tchaikovsky,Swan Lake Suite,1,,2,,2
Orchestra Iowa,Tchaikovsky,Symphony No. 4,1,,2,,4
Orlando,Tchaikovsky,Symphony No. 5,1,,2,,3
Pacific,Tchaikovsky,Symphony No. 6,1,,2,,1
Peoria,Tchaikovsky,Variations on a Rococo Theme,1,,2,,5
Philadelphia,Tchaikovsky,Piano Concerto No. 2,1,,2,,1
Philadelphia,Tchaikovsky,Symphony No. 4,1,,2,,1
Phoenix,Tchaikovsky,Swan Lake Suite,1,,2,,2
Pittsburgh,Tchaikovsky,Symphony No. 6,1,,2,,1
Pittsburgh,Tchaikovsky,Violin Concerto,1,,2,,1
Portland,Tchaikovsky,Symphony No. 2,1,,2,,3
Princeton,Tchaikovsky,Symphony No. 5,1,,2,,5
Promusica Chamber,Tchaikovsky,Violin Concerto,1,,2,,6
Reading,Tchaikovsky,Symphony No. 6,1,,2,,6
Reno,Tchaikovsky,Symphony No. 4,1,,2,,4
Reno,Tchaikovsky,Violin Concerto,1,,2,,4
Richmond,Tchaikovsky,Francesca da Rimini,1,,2,,3
Richmond,Tchaikovsky,The Tempest Fantasy-Overture,1,,2,,3
Richmond,Tchaikovsky,Variations on a Rococo Theme,1,,2,,3
Richmond,Tchaikovsky,Violin Concerto,1,,2,,3
Rochester,Tchaikovsky,Symphony No. 4,1,,2,,2
Rochester,Tchaikovsky,Violin Concerto,1,,2,,2
Rockford,Tchaikovsky,Capriccio italien,1,,2,,5
Sacramento,Tchaikovsky,1812 Overture,1,,2,,5
Sacramento,Tchaikovsky,Symphony No. 6,1,,2,,5
San Antonio,Tchaikovsky,Piano Concerto No. 1,1,,2,,6
San Antonio,Tchaikovsky,Romeo and Juliet Fantasy Overture,1,,2,,6
San Diego,Tchaikovsky,Symphony No. 4,1,,2,,1
San Diego,Tchaikovsky,Symphony No. 6,1,,2,,1
San Francisco,Tchaikovsky,Piano Concerto No. 1,1,,2,,1
San Francisco,Tchaikovsky,Symphony No. 5,1,,2,,1
Santa Barbara,Tchaikovsky,Capriccio italien,1,,2,,3
Savannah,Tchaikovsky,Symphony No. 4,1,,2,,5
Seattle,Tchaikovsky,Romeo and Juliet Fantasy Overture,1,,2,,1
Seattle,Tchaikovsky,Symphony No. 5,1,,2,,1
Silicon Valley,Tchaikovsky,Symphony No. 6,1,,2,,3
South Bend,Tchaikovsky,Piano Concerto No. 1,1,,2,,5
South Dakota,Tchaikovsky,Manfred Symphony,1,,2,,5
Spokane,Tchaikovsky,Symphony No. 6,1,,2,,3
Spokane,Tchaikovsky,Violin Concerto,1,,2,,3
St. Louis,Tchaikovsky,Sleeping Beauty Suite,1,,2,,1
St. Paul Chamber,Tchaikovsky,Serenade for Strings,1,,2,,1
Utah,Tchaikovsky,Violin Concerto,1,,2,,1
Virginia,Tchaikovsky,Francesca da Rimini,1,,2,,3
West Virginia,Tchaikovsky,Piano Concerto No. 1,1,,2,,3
Winston-Salem,Tchaikovsky,Swan Lake Suite,1,,2,,4
York,Tchaikovsky,Serenade for Strings,1,,2,,5
York,Tchaikovsky,Swan Lake Suite,1,,2,,5
Orpheus,Tchaikovsky (arr. J. Montgomery),The Seasons,1,4,2,1,2
Baltimore,Telemann,Don Quixote,1,,2,,1
Los Angeles,Telemann,Violin Concerto in A,1,,2,,1
St. Paul Chamber,Telemann,Overture and Conclusion from Tafelmusik 1,1,,2,,1
Albany,"Theofanidis, Christopher",New Work,1,,1,,4
Allentown,"Theofanidis, Christopher",New Work,1,,1,,3
Colorado,"Theofanidis, Christopher",Drum Circles,1,,1,,6
Des Moines,"Theofanidis, Christopher",Rainbow Body,1,,1,,6
Florida,"Theofanidis, Christopher",Symphony No. 1,1,,1,,2
Hartford,"Theofanidis, Christopher",Drum Circles,1,,1,,3
Rochester,Thomson,The Mother of Us All,1,,2,,2
Pacific,"Ticheli, Frank",Concerto for Audience and Orchestra,1,,1,,1
Cleveland,"Tilson Thomas, Michael",New work,1,,1,,1
San Francisco,"Tilson Thomas, Michael",Lope,1,,1,,1
San Francisco,"Tilson Thomas, Michael",Rilke Songs,1,,1,,1
Charleston,Tippett,Fantasia Concertante on a Theme of Corelli,1,,2,,3
Chicago,Tippett,Little Music for String Orchestra,1,,2,,1
Chicago,Tippett,"Praeludium for Brass, Bells, and Percussion",1,,2,,1
Dallas,Tippett,Little Music for String Orchestra,1,,2,,1
St. Paul Chamber,Tippett,Fantasia Concertante on a Theme of Corelli,1,,2,,1
Hartford,Tomasi,Trumpet Concerto,1,,2,,3
Minnesota,Tomasi,Trumpet Concerto,1,,2,,1
Omaha,Tomasi,Fanfares Liturgiques,1,,2,,2
Spokane,Tomasi,Trumpet Concerto,1,,2,,3
Wisconsin Chamber,Tomasi,Trumpet Concerto,1,,2,,3
Allentown,"Torke, Michael",Bright Blue Music,1,,1,,3
Des Moines,"Torke, Michael",Javelin,1,,1,,6
Erie,"Torke, Michael",Concerto for Violin,1,,1,,5
Evansville,"Torke, Michael",Ash,1,,1,,5
Santa Barbara,"Torke, Michael",Ash,1,,1,,3
Tucson,"Torke, Michael",Concerto for Violin,1,,1,,3
Tulsa,"Torke, Michael",Javelin,1,,1,,4
West Virginia,"Torke, Michael",Javelin,1,,1,,3
Promusica Chamber,Traetta,Arminda Overture,1,,2,,6
Toledo,"Trudel, Alain",Rhea,1,,1,,3
Dallas,"Tsontakis, George",Violin Concerto No. 3,1,,1,,1
Akron,Turina,Danzas Fantasticas,1,,2,,5
River Oaks,"Turner, Jess Langston",New work,1,,1,,5
St. Paul Chamber,Varése,Four Translvanian Dances,1,,2,,1
Promusica Chamber,Vasks,Musica Serena,1,,2,,6
Atlanta,Vaughan Williams,Fantasia on a Theme by Thomas Tallis,1,,2,,1
Atlanta,Vaughan Williams,Oboe Concerto,1,,2,,1
Atlanta,Vaughan Williams,Serenade to Music,1,,2,,1
Atlanta,Vaughan Williams,Symphony No. 5,1,,2,,1
Chattanooga,Vaughan Williams,Dona Nobis Pacem,1,,2,,6
Columbus,Vaughan Williams,Norfolk Rhapsody No. 1,1,,2,,2
Dallas,Vaughan Williams,Five Mystical Songs,1,,2,,1
Dallas,Vaughan Williams,Symphony No. 1,1,,2,,1
Grant Park,Vaughan Williams,Symphony No. 2,1,,2,,3
Indianapolis,Vaughan Williams,Symphony No. 2,1,,2,,1
Midland-Odessa,Vaughan Williams,Tuba Concerto,1,,2,,5
Milwaukee,Vaughan Williams,Toward the Unknown Region,1,,2,,1
Minnesota,Vaughan Williams,Dona Nobis Pacem,1,,2,,1
Minnesota,Vaughan Williams,Fantasia on a Theme by Thomas Tallis,1,,2,,1
Nashville,Vaughan Williams,Serenade to Music,1,,2,,1
Oregon,Vaughan Williams,Symphony No. 1,1,,2,,1
Pasadena,Vaughan Williams,The Lark Ascending,1,,2,,6
Sacramento,Vaughan Williams,Fantasia on a Theme by Thomas Tallis,1,,2,,5
Savannah,Vaughan Williams,Toward the Unknown Region,1,,2,,5
Silicon Valley,Vaughan Williams,Sea Symphony,1,,2,,3
St. Louis,Vaughan Williams,Dona Nobis Pacem,1,,2,,1
Tucson,Vaughan Williams,The Wasps Overture,1,,2,,3
Tucson,Vaughan Williams,Tuba Concerto,1,,2,,3
Utah,Vaughan Williams,The Lark Ascending,1,,2,,1
Virginia,Vaughan Williams,The Lark Ascending,1,,2,,3
York,Vaughan Williams,Fantasia on a Theme by Thomas Tallis,1,,2,,5
Ann Arbor,Verdi,Overture from La Forza del Destino,1,,2,,5
Atlanta,Verdi,Overture from La Forza del Destino,1,,2,,1
Baltimore,Verdi,Overture from La Forza del Destino,1,,2,,1
Canton,Verdi,Triumphant March from Aida,1,,2,,5
Chicago,Verdi,Sinfonia from La battaglia di Legnano,1,,2,,1
Colorado,Verdi,Overture from La Forza del Destino,1,,2,,6
Colorado,Verdi,Requiem,1,,2,,6
Elgin,Verdi,Overture from La Forza del Destino,1,,2,,6
Erie,Verdi,Ballet Music from Macbeth,1,,2,,5
Long Beach,Verdi,Requiem,1,,2,,6
Oklahoma City,Verdi,Te Deum,1,,2,,3
Pacific,Verdi,Otello,1,,2,,1
Phoenix,Verdi,Requiem,1,,2,,2
Portland,Verdi,Requiem,1,,2,,3
Quad City,Verdi,Requiem,1,,2,,4
Reading,Verdi,Requiem,1,,2,,6
Santa Barbara,Verdi,Overture from La Forza del Destino,1,,2,,3
South Dakota,Verdi,La Traviata,1,,2,,5
Grant Park,"Vine, Carl","Symphony No. 6, Choral Symphony",1,,1,,3
Akron,Vivaldi,The Four Seasons,1,,2,,5
Allentown,Vivaldi,The Four Seasons,1,,2,,3
Austin,Vivaldi,The Four Seasons,1,,2,,3
Baltimore,Vivaldi,Lute Concerto,1,,2,,1
Baltimore,Vivaldi,Mandolin Concerto,1,,2,,1
California,Vivaldi,The Four Seasons,1,,2,,5
Chicago,Vivaldi,The Four Seasons,1,,2,,1
Cincinnati,Vivaldi,Lute Concerto,1,,2,,1
Eugene,Vivaldi,Concerto for Two Cellos,1,,2,,4
Florida,Vivaldi,The Four Seasons,1,,2,,2
Greensboro,Vivaldi,Concerto for Four Violins,1,,2,,5
Hartford,Vivaldi,The Four Seasons,1,,2,,3
Las Vegas,Vivaldi,The Four Seasons,1,,2,,5
Memphis,Vivaldi,The Four Seasons,1,,2,,3
New Jersey,Vivaldi,Concerto for Three Violins,1,,2,,2
New Jersey,Vivaldi,Concerto for Two Violins,1,,2,,2
New Jersey,Vivaldi,Concerto for Violin and Cello,1,,2,,2
Orlando,Vivaldi,Concerto for Flute in D Major,1,,2,,3
Orpheus,Vivaldi,The Four Seasons,1,,2,,2
Pasadena,Vivaldi,The Four Seasons,1,,2,,6
Santa Cruz,Vivaldi,Nulla in Mundo Pax Sincera,1,,2,,5
South Bend,Vivaldi,The Four Seasons,1,,2,,5
St. Paul Chamber,Vivaldi,Concerto for Violin and 3 Violin Echo,1,,2,,1
Virginia,Vivaldi,Concert for String in G Major - Alla Rustica,1,,2,,3
Virginia,Vivaldi,Concerto for Two Cellos,1,,2,,3
Virginia,Vivaldi,Sinfonia in B Minor - Al Santo Sepolcro,1,,2,,3
Sarasota,Vivaldi/Richter,The Four Seasons Recomposed,1,1,2,1,2
Greensboro,Vivaldi/Zilberquit,Concerto in A minor for piano and strings,1,2,2,1,5
Toledo,"Vivier, Claude",Orion,1,,2,,3
Akron,"Wagner, Richard",Prelude to Tristan und Isolde,1,,2,,5
Alabama,"Wagner, Richard",Overture to The Flying Dutchman,1,,2,,3
Atlanta,"Wagner, Richard",Orchestral excerpts from Parsifal,1,,2,,1
Atlanta,"Wagner, Richard",Prelude to Act I of Lohengrin,1,,2,,1
Atlanta,"Wagner, Richard",Prelude to Act III of Lohengrin,1,,2,,1
Atlanta,"Wagner, Richard",Siegfried Idyll,1,,2,,1
Atlanta,"Wagner, Richard",Tristan and Isolde–Act I,1,,2,,1
Atlanta,"Wagner, Richard",Tristan and Isolde–Act II,1,,2,,1
Atlanta,"Wagner, Richard",Tristan and Isolde–Act III,1,,2,,1
Augusta,"Wagner, Richard",Entrance of the Gods from Das Rheingold,1,,2,,5
Baltimore,"Wagner, Richard",Prelude and Liebestod from Tristan und Isolde,1,,2,,1
Boise,"Wagner, Richard",Prelude and Liebestod from Tristan und Isolde,1,,2,,5
Boston,"Wagner, Richard",Tristan and Isolde–Act III,1,,2,,1
Buffalo,"Wagner, Richard",Prelude to Act I of Lohengrin,1,,2,,2
Buffalo,"Wagner, Richard",Prelude to Act III of Lohengrin,1,,2,,2
Canton,"Wagner, Richard",Overture to Rienzi,1,,2,,5
Chautauqua,"Wagner, Richard",Prelude and Liebestod from Tristan und Isolde,1,,2,,6
Chicago,"Wagner, Richard",Overture to The Flying Dutchman,1,,2,,1
Cincinnati,"Wagner, Richard",Prelude to Die Meistersinger von Nürnberg,1,,2,,1
Colorado Springs,"Wagner, Richard",Overture to The Flying Dutchman,1,,2,,3
Colorado Springs,"Wagner, Richard",Prelude and Liebestod from Tristan und Isolde,1,,2,,3
Des Moines,"Wagner, Richard",Siegfried Idyll,1,,2,,6
Elgin,"Wagner, Richard",Siegfried Idyll,1,,2,,6
Fort Worth,"Wagner, Richard",Prelude and Liebestod from Tristan und Isolde,1,,2,,2
Grand Rapids,"Wagner, Richard",Prelude and Liebestod from Tristan und Isolde,1,,2,,2
Grand Rapids,"Wagner, Richard","Tannhäuser, Overture",1,,2,,2
Houston,"Wagner, Richard",Die Meistersinger von Nürnberg (excerpts),1,,2,,1
Houston,"Wagner, Richard","Tannhäuser, Overture and Venusberg Music",1,,2,,1
Las Colinas,"Wagner, Richard",Waldweben,1,,2,,5
Los Angeles,"Wagner, Richard",Götterdämmerung (three excerpts),1,,2,,1
Los Angeles,"Wagner, Richard",Götterdämmerung (three excerpts),1,,2,,1
Los Angeles,"Wagner, Richard",Götterdämmerung (three excerpts),1,,2,,1
Madison,"Wagner, Richard","Tannhäuser, Overture and Venusberg Music",1,,2,,3
Minnesota,"Wagner, Richard",Prelude and Liebestod from Tristan und Isolde,1,,2,,1
Naples,"Wagner, Richard",Overture to Tannhauser,1,,2,,2
Naples,"Wagner, Richard","Tannhäuser, Overture",1,,2,,2
National Symphony,"Wagner, Richard",Tristan and Isolde–Act II,1,,2,,1
New Jersey,"Wagner, Richard",Prelude to Act I of Lohengrin,1,,2,,2
New Jersey,"Wagner, Richard",The Ring Without Words,1,,2,,2
North Carolina,"Wagner, Richard",Prelude to Parsifal,1,,2,,2
Orchestra Iowa,"Wagner, Richard",Prelude to Parsifal,1,,2,,4
Oregon,"Wagner, Richard","Tannhäuser, Overture and Venusberg Music",1,,2,,1
Quad City,"Wagner, Richard","Die Walküre, Act 1",1,,2,,4
Sacramento,"Wagner, Richard",Tannhäuser March,1,,2,,5
San Antonio,"Wagner, Richard","""Ride of the Valkyries"" form Die Walküre",1,,2,,6
San Antonio,"Wagner, Richard",Die Meistersinger von Nürnberg (excerpts),1,,2,,6
San Francisco,"Wagner, Richard","Die Walküre, Act 1",1,,2,,1
San Francisco,"Wagner, Richard",Siegfried Idyll,1,,2,,1
San Francisco,"Wagner, Richard",The Flying Dutchman (semi-staged),1,,2,,1
Seattle,"Wagner, Richard","Tannhäuser, Overture and Venusberg Music",1,,2,,1
Spokane,"Wagner, Richard","""Ride of the Valkyries"" form Die Walküre",1,,2,,3
Toledo,"Wagner, Richard",The Ring Without Words,1,,2,,3
Tucson,"Wagner, Richard",Prelude and Liebestod from Tristan und Isolde,1,,2,,3
Utah,"Wagner, Richard",Prelude to Act III of Lohengrin,1,,2,,1
Winston-Salem,"Wagner, Richard",Selections from The Ring of The Nibelung,1,,2,,4
Colorado Springs,"Wagner, Siegfried",Violin Concerto,1,,2,,3
Jacksonville,"Waldteufel, Emile",Skater's Waltz,1,,2,,2
Akron,Walton,Henry V: A Shakespeare Scenario,1,,2,,5
Boston,Walton,Cello Concerto,1,,2,,1
Canton,Walton,Crown Imperial,1,,2,,5
Colorado,Walton,Crown Imperial,1,,2,,6
Phoenix,Walton,Violin Concerto,1,,2,,2
San Diego,Walton,Crown Imperial,1,,2,,1
Sarasota,Walton,Symphony No. 1,1,,2,,2
Knoxville,Ward/Dragon,America The Beautiful,1,1,2,2,3
Nashville,"Warnaar, Brad",Cornet Concerto,1,,1,,1
Indianapolis,"Watkins, Huw",Dawning,1,,1,,1
